Sentence,Label
ਇਕ ਪਾਪਿਆਂ ਨੂੰ ਪਾਪਾ ਕੌਮ ਨੂੰ ਬਦਨਾਮ ਕਰਨ ਦੀ ਕੋਸ਼ਿਸ਼ ਕੀਤੀ ਗਈ ਹੈ ਇਹ ਨਹੀਂ ਹੈਗਾ ਵੀ ਪਹਿਲੀ ਜੱਟ ਜੂਲੀਅਟ ਵਿਚ ਪਾਪਾ ਕੌਮ ਨੂੰ ਤੇ ਕਾਸਟ ਨੂੰ ਪਹਿਲਾਂ ਭਾਂਗ ਵਿਚ ਵੀ ਫਿਰ ਭਾਂਗ ਨੰਬਰ ਦੋ ਵਿੱਚ ਵੀ ਹੁਣ ਭਾਂਗ ਨੰਬਰ ਤਿੰਨ ਵਿਚ ਵੀ ਜੱਟ ਜੂਲੀਅਟ ਨੰਬਰ ਵਿਚ ਵੀ ਫਿਰ 2 ਵਿਚ ਵੀ ਫੇਰ ਵਿਖਾਇਆ ਜਾ ਰਿਹਾ ਪਹਿਲੀਆਂ ਦੋ ਵਿੱਚ ਤਾਂ ਬਣ ਗਈਆਂ ਭਾਪਿਆਂ ਦੀ ਬੇਇਜਤੀ ਕਰੀ ਗਈ ਪਾਪਿਆਂ ਦੇ ਲਫੇੜੇ ਮਾਰ ਕੇ ਦਦੇ ਰਹੇ ਉਹਨਾਂ ਦੀ ਨਿੰਦਿਆ ਲਗਾਉਂਦੇ ਚਲੋ ਮਨਦੇ ਆ ਉਦੋਂ ਲੋਕ ਅਵੇਅਰ ਨਹੀਂ ਸੀ ਤੇ ਉਦੋਂ ਇਨੀ ਗੋਬ ਵੀ ਨਹੀਂ ਹੁਣ ਲੋਕ ਵੀ ਗੌਰ ਕਰਦੇ ਆ ਤੇ ਦਲਜੀਤ ਨੂੰ ਆਪ ਵੀ ਇਹ ਗੱਲ ਵੀ ਗੌਰ ਕਰਨੀ ਚਾਹੀਦੀ ਸੀ ਇਹ ਕੰਮ ਨਹੀਂ ਕਰਨਾ ਇਸ ਚੀਜ਼ ਤੇ ਪਾਪਾ ਕਾ ਅਸਤਰ ਭਾਪਿਆਂ ਦੀ ਕੌਮ ਦੀ ਅਣਖ ਵਾਲੀ ਹੈ ਜਿਹੜੇ ਅੰਮ੍ਰਿਤਸਰ ਚ ਬੈਠੇ ਹਨ ਜੇ ਉਹ ਅਣਖ ਵਾਲੇ ਹਨ ਤਾਂ ਇੱਕ ਪੈਣ ਲਵਾਉਣ ਜਾਏ ਜਿੰਨੇ ਵੀ ਪਾਪਿਆਂ ਦੇ ਰਾਹੁਲ ਨੇ ਜਿੱਥੇ ਤਿੰਨ ਦੇ ਥੱਪੜ ਮਾਰਦੇ ਨੇ ਉਹ ਸਾਰੇ ਰੋਲ ਕਟਵਾਏ ਜਾਣ ਕਿਉਂਕਿ ਪਹਿਲੀ ਇਥੇ ਵੀ ਵੇਖ ਲਓ ਟਰੇਲਰ ਜੀ ਤੇ ਉਹ ਕੋਈ ਗੱਲ ਕਰੀ ਜਾਂਦੀ ਹ ਰਣਬੀਰ ਰਾਣਾ ਪਾਪਾ ਬਣਿਆ ਹੁੰਦਾ ਦਲਜੀਤ ਦੋਸਾਂਝ ਉਠਦਾ ਹਾ ਉਹਦੇ ਥੱਪੜ ਮਾਰਦਾ ਫਿਰ ਉਸ ਦਾ ਭਿਉ ਮਾਰਦਾ ਪਾਪੇ ਦਾ ਪਾਪਾ ਪਿਓ ਉਹ ਮਾਰਦਾ ਚਲ ਪਿਓ ਦਾ ਤਾਂ ਮਾਰਿਆ ਚੰਗਾ ਕੋਈ ਗੱਲ ਨਹੀਂ ਗੱਲ ਤੇ ਵੀ ਨਹੀਂ ਪਤਾ ਜੀ ਤੁਰੀਆਂ ਦੀ ਤਾਂ ਗੱਲ ਤਾ ਇਹਨੂੰ ਬਈ ਕਰੋ ਇਥੇ ਗੌਰ,Disappointment
ਚੁੰਮੇ ਵਾਲੀ ਭਾਬੀ ਦੀ ਤਰੱਕੀ ਹੋ ਗਈ।,Appreciation
ਧੂਤੇ ਪਿੰਡੀ ਵਾਲੇ ਨੂੰ ਕਿਹੜੇ ਕਿਹੜੇ ਪਿਆਰ ਕਰਦੇ,Appreciation
ਬੜਾ ਟਾਈਮ ਲਾਤਾ ਪਤੰਦਰਾ ਫਿਲਮ ਨੂੰ ਰਿਲੀਜ਼ ਕਰਨ ਵਿੱਚ ❤,Appreciation
ਅਸੀਂ ਤਾਂ ਧੂਤੇ ਦੇ ਫੈਨ ਆ ਜਰੂਰ ਜਾਵਾਂਗੇ ਮੂਵੀ ਦੇਖਣ,Appreciation
ਧੂਤੈ ਕਰਕੇ ਹੀ ਮੂਵੀ ਦੇਖਣ ਜਾਵਾਂਗੇ ਬਾਈ,Appreciation
ਧੂੱਤੇ Pindi Wale nu bhut ਮੁਬਾਰਕਾਂ ਬਾਈ ਹੋਰ ਤਰੱਕੀ ਕਰੇ,Appreciation
ਅਸੀਂ ਤਾਂ ਧੂਤੇ ਦੇ ਫੈਨ ਹੋ ਗਏ 0:48 ਤੇ ❤,Appreciation
ਭਾਬੀ ਚੁੰਮਿਆਂ ਵਾਲੀ ਵੀ ਹੈ 😂😂😂😂😂,Appreciation
ਬਾਈ ਦਲਜੀਤ ਦੀ ਕਮੇਡੀ ਤਾਂ ਸਿਰਾ ਹੀ ਹੁੰਦੀ ਹੈ ਹਰ ਵਾਰ ਦੀ ਤਰ੍ਹਾਂ ਬਾਲਾ ਘੈਂਟ ਬੰਦਾ ਇਹ ਆਈ ਲਵ ਯੂ ਦਿਲਜੀਤ ਓਏ❤❤❤❤❤❤❤❤❤,Appreciation
ਭਾਬੀ ਰਣਜੀਤ ਕੌਰ ਵੀ ਹੈਗੀ ਆ ਇਸ ਚ 😊😊😊,Appreciation
ਮੇਰੇ ਮੋਤੀਆ ਉੱਤਰਿਆ ਹੋਇਆ 😂😂,Appreciation
ਭਾਬੀ ਚੁੰਮਿਆ ਵਾਲੀ ਕਿਸ ਕਿਸ ਨੂੰ ਦੇਖੀ 😂😂🙋‍♂️,Appreciation
ਧੂਤੇ ਲਈ ਤਾਂ ਦੇਖਣੀ ਪਉ movie,Appreciation
ਇਹ ਫਿਲਮ ਮੈ ਖ਼ਾਸ ਧੁੱਤੇ ਦੀ ਐਕਟਿੰਗ ਦੇਖਣੀ ਕੌਣ ਕੌਣ ਚਾਹੁੰਦਾ  ਪਿੰਡੀ ਆਲੇ ਧੁੱਤਾ ਕਮਲਾ 😅😅😅,Appreciation
ਬੜਾ  ਵਧੀਆ ਟਰੇਲਰ movie da ਸਵਾਦ ਆ ਗਿਆ ਟਰੇਲਰ ਦੇਖ ਕੇ 😂👌🏼,Appreciation
Pindi ਵਾਲਾ dhoota ਆ ਗਿਆ  🎉,Appreciation
ਧੂਤੇ ਕਰਕੇ  movie ਦੇਖਣ javage ਜਰੂਰ ❤❤❤😊,Appreciation
ਪਰ 1.2 ਦੀ ਰੀਸ ਨੀ ਹੋ,Appreciation
ਲੋਕ ਦੇਖਣ ਜਾਣ ਗੇ ਸਿਰਫ ਛੋਟੇ ਕਾਲਾਕਾਰਾਂ ਕਰਕੇ!,Appreciation
ਧੂਤਾ ਜੱਟ 💥💥💥💥,Appreciation
ਭਾਬੀ ਚੁੰਮੇਆ ਵਾਲੀ ਵੇਖੀ ਕਿਸੇ ਨੇ ਵਿੱਚ 😂😂,Appreciation
ਚੁਮਿਆ ਵਾਲੀ ਭਾਬੀ ਵੀ ਆ😅,Appreciation
ਧੂਤੇ ਲੲੀ ਫਿਲਮ ਦੇਖਣ ਵਾਲੇ like ਕਰੋ,Appreciation
ਧੂਤਾ ਬਾਈ ਮੁਬਾਰਕਾਂ ਵੀਰੇ❤,Appreciation
ਚੂੰਮੇ ਵਾਲੀ ਭਾਬੀ ਵੀ ਆ😂😂,Appreciation
ਨੀਰੂ ਆਂਟੀ ਲੱਗਦੀ ਆ ਹੁਣ । 😂😂😂,Disappointment
ਪਿੰਡੀ ਵਾਲੇ ਧੂਤੇ ਦੀ ਐਕਟਿਗ ਤੇ ਅਵਾਜ ਬੋਲੀ ਬਹੁਤ ਹੀ ਘੈਟ ਹੁੰਦੀ ਆ । ਪਿਓਰ ਦੇਸੀ ਪਿੰਡਾਂ ਵਾਲੀ। 0:50 ਧੂਤੇ ਲਈ ❤❤❤❤,Appreciation
ਬੇਮਨ ਟ੍ਰੇਲਰ ਵੇਖਿਆ ਸੀ ਪਰ ਜਦੋਂ ਪਤਾ ਲੱਗਾ k ਧੂਤਾ ਵਾਂ ਵਿੱਚ ਹੁਣ ਮੂਵੀ ਦੇਖਣ ਜਾਣਾ ਪੱਕਾ,Appreciation
ਤੂੰ ਭਾਲਦਾ ਕੱਚੀ ਕੱਚੀ😅,Appreciation
"ਮੇਰੀ ਵਵਿੱਖਬਾਣੀ ਸਹੀ ਸਾਬਿਤ ਹੋਈ 

ਧੂਤਾ ਆਉਣ ਵਾਲਾ ਰਾਣਾ ਰਣਬੀਰ ਹੋਵੇਗਾ",Appreciation
ਕੁੱਤੀਆਂ 🐕 ਪੈਣੀਆ 27 ਜੂਨ ਨੂੰ 😂❤,Appreciation
ਧੂਤੇ ਲਈ ਜਾਣਾ ਦੇਖਣ,Appreciation
ਭਾਬੀ ਚੁੰਮਿਆ ਵਾਲੀ ਨੂੰ  ਦੇਖਣ ਜਰੂਰ ਜਯੋ ਅਤੇ ਤੂਤਾ ਵੀ ਆ,Appreciation
ਪੁਲਸ ਮਹਿਕਮੇ ਵਾਲ਼ੇ ਕਰੋ like ਜੀ ❤😊,Appreciation
ਭਾਬੀ ਚੁੰਮਿਆ ਆਲੀ v smile ਦੇ ਗਈ 😂😂,Appreciation
Dhutta ਵੀ ਵਿੱਚ ਹੀ ਆ 😅👌🏻,Appreciation
ਰਣਜੀਤ ਕੌਰ ਭਾਬੀ ਕਿੰਨੇ ਕਿੰਨੇ ਦੇਖੀ ਵਿੱਚ 😂😂,Appreciation
ਧੂਤਾ ਜੱਟ,Appreciation
ਧੂਤਾ ਯਾਰ,Appreciation
ਭਾਬੀ ਚੁੰਮਿਆ ਵਾਲੀ ਵੀ ਹੈਗੀ ਹੁਣ ਤਾਂ ਫਿਲਮ ਦੇਖਣੀ ਹੀ ਪੈਣੀ ❤❤❤❤❤,Appreciation
ਗੱਲ ਨੀ ਬਣੀ ਯਾਰ 😅,Disappointment
ਮੰਨਦੇ ਆ ਜੀ ਦਿਲਜੀਤ ਵੱਢਾਂ ਕਲਾਕਾਰ ਆ ਪਰ ਅਸੀ ਤਾਂ ਧੂਤੇ ਦੇ ਮਾਰੀਦ ਆ ❤,Appreciation
ਬਾਕੀ ਤਾ ਠੀਕ ਆ ਸੱਭ ਪਰ ਹੁਣ ਸਰਦਾਰ ਬੰਦੇ ਵੀ ਨੱਤੀਆ ਪਾਉਣਗੇ ਹੈ । 🤬,Disappointment
ਰਾਜਾ ਬੇਟਾ ਦੁਬਾਰਾ 😂😂,Appreciation
ਬਕਵਾਸ,Disappointment
ਕੁਛ ਖਾਸ nahi,Disappointment
Dhutta Mera yaar mera pra ਕਰਕੇ ਦੇਖਣੀ ਪੈਣੀ ਆ,Appreciation
"Oh ਪਹਿਲੇ 2 ਭਾਗਾਂ ਵਾਂਗ ਇਹ ਫਿਲਮ
ਨਹੀਂ ਹੋਣੀ ਨਾ ਤੇ ਓਹ ਡਾਇਰੈਕਟਰ ਹੈ
ਏਸ ਫਿਲਮ ਦਾ ਤੇ ਨਾ ਓਹ ਗੱਲ ਬਾਤ ਲੱਗ 
 ਰਹੀ ਆ",Disappointment
ਚੁੰਮੇ ਵਾਲੀ ਭਾਬੀ ਵਾਲੇ ਲਾਈਕ ਕਰੋ 😂,Appreciation
ਸਾਡਾ ਧੂਤਾ ਬਾਈ ਫ਼ਿਰਦਾ ਵਿੱਚ ❤,Appreciation
ਸਾਡੇ ਪੰਜਾਬ ਦੀ ਸ਼ਾਨ ਦਲਜੀਤ ਦਸਾਂਜ,Appreciation
ਧੂਤੇ ਲਈ ਜਾਣਾ ਪੈਣਾ ਵੀਰ ਫਿਲਮ ਦੇਖਣ 😂,Appreciation
ਸਿਰਾਂ ਕੰਮ‌ 🔥🤣,Appreciation
"ਉਹ ਬੱਲੇ,  ਸਾਡਾ dhutta ਬਾਈ ਵੀ ਆਗਿਆ।",Appreciation
ਦਿਲਜੀਤ ਦੀਆ ਕੋਣ ਰੀਸ਼ਾ ਕਰੂ 👌👌,Appreciation
ਧੂਤੇ ਬਾਈ ਕਰਕੇ ਫਿਲਮ ਦੇਖਣ ਜਾਣਾ ਬਾਈ ਜੀ ❤ਪਿੰਡੀ ਆਲਾ ਧੂਤਾ❤❤❤❤❤❤❤❤❤❤❤,Appreciation
ਚੁੰਮੇ ਵਾਲੀ ਭਾਭੀ ਲਵਰ ❤❤❤❤😂😂😂😂😂😂😂😂,Appreciation
0:16 ਇਹ ਕੀ ਭੈਣੀ ਯਾਈ,Appreciation
ਬੁੱਢੀ ਤਾਂ ਹੈ ਮੇਕਅੱਪ ਚ ਹੀ ਨੀਂ ਪਤਾ ਲਗਦਾ 😅😅,Appreciation
ਧੂਤਾ ਵੇਲੀ 👌👌👌👌🔥🔥🔥🫡😀,Appreciation
"ਮੀਨਿੰਗਲੈਸ ਫਿਲਮ , ਟਰੇਲਰ ਤੋਂ ਹੀ ਪਤਾ ਚਲ ਰਿਹਾ , ਦਲਜੀਤ ਕਲਾਕਾਰ ਵਧੀਆ ਪਰ ਇਹ ਜੂਲੀਅਟ ਵਾਲੀਆਂ ਤਿੰਨੋ ਫਿਲਮਾਂ ਘਟੀਆ ਆ।",Appreciation
ਲੈ ਬਈ ਧੂਤਾ ਬਈ ਵੀ ਆ ਗਿਆ ਸਾਡਾ😜,Appreciation
My favourite ਦਿਲਜੀਤ ਦੋਸਾਂਝ ❤😂😂,Appreciation
ਕੋਈ ਚੰਗੀ ਪੰਜਾਬੀ ਫ਼ਿਲਮ ਬਹੁਤ ਟਾਈਮ ਬਾਅਦ 🥰😍,Appreciation
ਧੁੱਤਾ ਫਿਲਮ ਚ ਹੁਣ ਤਾਂ ਦੇਖਣੀ ਪੈਣੀ ਯਾਰ। 😂😂😂😂😂,Appreciation
ਇਹ ਫਿਲਮ ❤ਸਿਰਫ਼ ਧੂਤੇ ਪਿੰਡੀ ਆਲੇ ਕਰਕੇ❤ ਦੇਖਣ ਜਾਵਾਗੇ🎉,Appreciation
ਧੂਤਾ🤣🤣🤣🤣🤣👌🏻,Appreciation
10 ਸਾਲਾਂ ਦੇ ਇੰਤਜ਼ਾਰ ਬਾਅਦ❤🎉,Appreciation
"ਦਲਜੀਤ ਵੀਰ ਜਿਹੜਾ ਸੈਪੀ ਦਾ ਰੋਲ ਆ ਕੀ ਉਹ ਸਹੀ ਆ ? ਕੀ ਇਹ ਸਾਡੇ ਸਰਦਾਰ ਵੀਰਾ ਦਾ ਮਜਾਕ ਨੀ,ਨਾਲੇ ਜਿਨਾ ਦਾ ਮਜਾਕ ਬਣਾਉਦੇ ਓ ਉਹ ਤਾ ਕਦੀ ਵੀ ਦਾਹੜੀ ਕੇਸ਼ ਨੀ ਕਟਵਾਉਦੇ,ਤੁਸੀ ਰਾਣੇ ਵਰਗੇ ਕੱਟ ਦਾਹੜੀਏ ਲਏ ਨੇ ਰੋਲ ਵਿੱਚ ।",Disappointment
"ਦੂਤਾ + ਬੂਟਾ + ਬਸੀਮ + ਚੁੱਮਾ ਭਾਬੀ 
😂😂 ਬੁੱਗੀ ਗੀਤ ਰਪੀਟ ਤੇ 
😮😮ਪਰ ਨੀਰੂ ਥੋੜੀ ਬਜ਼ੁਰਗ ਲਗਦੀ ਆ ।
❤❤ ਤੇ ਡੇਜ਼ੀ .............ਖਾਲੀ ਥਾਂ ਭਰੋ ।",Appreciation
"ਸਾਡਾ ਹੱਕ ਐਥ ਰੱਖ ਆਲੀ ਏਂ 😂
ਮੇਰਾ ਜਿਸਮ ਮੇਰਾ ਰੂਲ ਆਲੀਆਂ 😂😂
ਬਾਂਹ ਤੇ ਸਵਾਟਰ ਬੁਣਦੇ 😂😂😂
ਪੱਗ ਦੀ ਪੂਣੀ ਕਰਾਇਆ ਕਰੂੰਗਾ 😂😂😂😂",Appreciation
ਜਸਵਿੰਦਰ ਭੱਲਾ ਕਿੱਥੇ ਰਹਿ ਗਿਆ 😂😂ਜੇ ਚੰਡੀਗੜ੍ਹ ਢੈ ਜੂ ਤਾਂ ਪਿੰਡਾਂ ਵਰਗਾ ਰਿਹਜੂ,Appreciation
ਧੁਤਾ ਵੈਲੀ ❤,Appreciation
"@1:41 ਮਿਰਜਾ, ਰਾਂਝਾ, ਪੁੰਨੂੰ ਅਤੇ ਮਹੀਵਾਲ ਸਾਡੇ ਪੰਜਾਬ ਦੇ ਇਤਿਹਾਸ ਦੀਆਂ ਅਮਰ ਪਿਆਰ  ਕਥਾਵਾਂ ਦੇ ਅਮਰ ਪਾਤਰ ਹਨ ਜਿਹਨਾਂ ਬਾਰੇ ਹਰ ਕੋਈ ਆਪਣੇ ਬਚਪਨ ਵਿੱਚ ਪੜ੍ਹਦਾ ਰਿਹਾ ਅਤੇ ਰਹਿੰਦੀ ਦੁਨੀਆਂ ਤੱਕ ਉਹਨਾਂ ਦੇ ਸੱਚੇ ਪਿਆਰ ਦੀਆਂ ਕਥਾਵਾਂ ਨੂੰ ਯਾਦ ਰੱਖਿਆ ਜਾਵੇਗਾ ਪਰ ਇਸ ਫਿਲਮ ਵਿੱਚ ਮਜ਼ਾਕ ਲਈ ਇਹਨਾਂ ਲਈ ""ਕੁੱਤੇ ਦੀ ਮੌਤ ਮਰਨ"" ਵਾਲੇ ਬੇਹੱਦ ਭੱਦੇ ਅਤੇ ਘਟੀਆ ਸ਼ਬਦਾਂ ਦੀ ਵਰਤੋਂ ਕਰਨਾ ਬਹੁਤ ਦੀ ਮੰਦਭਾਗਾ ਅਤੇ ਨਿੰਦਣਯੋਗ ਹੈ। ਇਹ ਸਿਰਫ ਉਹਨਾਂ ਦਾ ਨਿਰਾਦਰ ਹੀ ਨਹੀਂ ਸਗੋਂ ਪਿਆਰ ਅਤੇ ਉਹਨਾਂ ਸਾਰੇ ਮਹਾਨ ਕਵੀਆਂ, ਕਹਾਣੀਕਾਰਾਂ, ਲੋਕ ਗਾਇਕਾਂ, ਗੀਤਕਾਰਾਂ ਅਤੇ ਲੇਖਕਾਂ ਦਾ ਵੀ ਅਪਮਾਨ ਹੈ ਜਿਹਨਾਂ ਨੇ ਮਿਰਜਾ, ਰਾਂਝਾ, ਪੁੰਨੂੰ ਅਤੇ ਮਹੀਵਾਲ ਦੀਆਂ ਪਿਆਰ ਕਥਾਵਾਂ ਨੂੰ ਆਪਣੀ ਕਲਮ ਨਾਲ ਜਿਉਂਦੇ ਰੱਖਿਆ ਅਤੇ ਗਾਇਆ। Shame!",Disappointment
ਫੇਰ ਤੋਂ  ਡੂਮਣਾ ਡੂਮਣਾ ਹੋਊਗੀ 👌🥰😂,Appreciation
"Super Duper HIT Always 
ਹਮੇਸ਼ਾ ਦੀ ਤਰ੍ਹਾਂ Diljit ਨੂੰ ❤ ਪਿਆਰ ਕਰਨ ਵਾਲੇਆ ਲਈ ਨਵਾਂ ਜੱਟ ਜੂਲੀਅਟ 😊😊😂😂",Appreciation
ਪੱਗ ਨਾਲ ਜਚਦਾ ਆ,Appreciation
ਧੂਤੇ ਦਾ ਰੋਲ ਜਿਆਦਾ ਹੋਵੇ ਤਾਂ ਹੋਰ ਵੀ ਸਵਾਦ ਆਉਗਾ 😂😂😂,Appreciation
ਧੁੱਤਾ ਸਿੱਰਾ,Appreciation
ਇਕ ਹੋਰ ਬਕਵਾਸ ਫਿਲਮ 😂😂😂,Hate
ਲੈ ਬਈ ਨਜ਼ਾਰੇ ਆਈ ਜਾਂਦੇ ਆ ਨਜ਼ਾਰੇ ਜਾਈ ਜਾਂਦੇ ਆ। ਬੜੀ ਉਡੀਕ ਆ ਇਸ ਫ਼ਿਲਮ ਦੀ ਤਾਂ। ਸ਼ੈਂਟੀ ਦੇ ਪਾਪਾ ਨੂੰ ਮਿਲਣਾ ਜ਼ਰੂਰੀ ਆ।,Appreciation
ਟਿਕ ਕੇ ਬੈਜਾ ਨਹੀਂ ਤੇ ਫੈਟੂੰ ਬਹੁਤ😂,Appreciation
ਟਿੱਕ k ਬੈਠ ਨਹੀ ਤਾਂ fantu ਬੋਹਤ 😂😂😂😂,Appreciation
ਧੂਤਾ ਵੈਲੀ sirra,Appreciation
ਐਤਕੀਂ ਲੱਗੂ Entertainment ਦਾ ਤੜਕਾ Trailer ਬਹੁਤ ਮਸਾਲੇਦਾਰ ਆ੍੍ਰ😅😅😅,Appreciation
ਫੁੱਦੂ ਟਰੈਲਰ ਨਵੀਨਤਾ ਨਹੀ ਫ਼ਿਲਮ ਚੋ,Hate
ਧੂਤੇ ਲਈ ਜਰੂਰ ਜਾਵਾਂਗੇ ਫਿਲਮ ਦੇਖਣ,Appreciation
0:48 ਧੁੱਤਾ ਪਿੰਡੀ ਵਾਲਾ 😁😁,Appreciation
Dhuta ਨੂੰ ਫੁੱਲ਼ ਸਪੋਰਟ,Appreciation
59 11 ਲਈ ਫਿਲਮ ਵੇਖਣ ਜਾਵਾਂਗੇ ਧੂਤਾ,Appreciation
ਧੂਤੇ ਕਰਕੇ ❤ਕੋਣ ਕੋਣ ਆਇਆ,Appreciation
ਧੂਤੇ ਨੂੰ ਵੇਖਣ ਜਾਵਾ ਗੇ,Appreciation
ਧੂਤਾ ਜਿੰਦਾਬਾਦ,Appreciation
ਮੇਰਾ  ਯਾਰ ਧੂਤਾ ਆ ਗਿਆ oye 😅😅😅🎉🎉🎉,Appreciation
ਧੂਤੇ ਯਾਰ ਸਾ ਗਿਆ ❤❤,Appreciation
😂😂😂😂😂 ਜ਼ਬਰਦਸਤ,Appreciation
"ਘੈਂਟ ਆ ਟ੍ਰੇਲਰ, ਪਹਿਲਾ ਸ਼ੋਂ ਦੇਖਣ ਜਾਊਂਗਾ 👌👌🤣",Appreciation
ਇਹ ਫਿਲਮ ਧੁੱਤੇ ਲਈ ਦੇਖਣ ਜਾਵਾ ਗੇ love uu Y,Appreciation
"ਪੰਜਾਬ ਦੀਆਂ ਪ੍ਰਸਿੱਧ ਪ੍ਰੀਤ ਕਹਾਣੀਆਂ ਨੂੰ ਇੱਜਤ ਨਾਲ ਬੁਲਾਉ ਜਗਦੀਪ ਸਿੱਧੂ ਜੀ, 
ਕੁੱਤੇ ਦੀ ਮੌਤ ਨਾ ਆਖੋ। 
ਇਸ ਨੂੰ ਕੱਟ ਕਰੋ। 
ਕੁਦਰਤੀ।",Disappointment
"ਤਬਾਹੀ 27 ਜੂਨ ਨੂੰ,,,",Support
ਭਾਰਤ ਵਾਲਿਆ ਦਾ ਚੰਦ੍ਰਯਾਨ ਦੇਖ ਆਉ 😂😂,Appreciation
ਧੂਤੇ ਕਰਕੇ ਆਉਣ ਵਾਲੇ ਲਾਈਕ ਕਰੋ ❤ love you dhutte Pindi ale,Appreciation
"ਧੂਤੇ ਬਾਈ ਨੂੰ ਫੁੱਲ ਸਪੋਰਟ ਆ ❤
ਧੂਤੇ ਨੂੰ ਵੇਖਣ ਜਰੁਰ ਜਾਵਾ ਗੇ ❤",Support
ਧੂਤਾ ❤,Appreciation
ਧੂਤਾ ਆਗਿਆ ਓਏ,Appreciation
ਧੂਤਾ ਸਨੌਰੀਆ ਜਿੰਦਾਬਾਦ 🤘,Appreciation
ਗੱਲ ਜੀ ਨਹੀਂ ਬਣੀ 😢,Appreciation
ਧੱਕਾ ਨਾ ਮਾਰ ਮੈ ਮਾਰਿਆ ਨਾ ਸਫ਼ੈਦੇ ਚ ਜਾਕੇ ਵਜੇਗੀ 😂😂😂,Appreciation
ਧੂਤਾ ਵੈਲੀ 🔥🔥🔥,Appreciation
ਓਏ ਪੰਜਾਬ ਪੁਲਿਸ ਆ ਗਈ 😂👌,Appreciation
ਬੇਸਬਰੀ ਨਾਲ ਇੰਤਜ਼ਾਰ ❤️,Appreciation
ਚੁੰਮੇ ਵਾਲੀ bhabhi kithe ਅਏ 😂😂😂,Appreciation
Happy birthday Sidhu moose wala 🎂🎂🎂ਸਿੱਧੂ ਮਰਿਆ ਨਹੀਂ ਬਸ ਚੁੱਪ ਹੋਇਆ ਜਿਊਦਾਂ ਸਾਡੇ ਦਿਲਾਂ ਵਿੱਚ ਅੱਜ ਵੀ ਆ ਤੇ ਹਮੇਸ਼ਾ ਰਹੇਗਾ ਹਾਲੇ ਮੁੱਕਿਆ ਨਈ❤❤,Appreciation
ਭੱਲਾ ਸਾਬ ਗਾਇਬ ਹੋ ਗਏ ਇਸ ਵਾਰ,Appreciation
ਧੂਤਾ❤,Appreciation
dutta ਦੇ ਪੱਕੇ ਫੈਨ ❤️,Appreciation
ਸਾਡਾ ਹੱਕ ਏਥੇ ਰੱਖ ਵਾਲੀ ਨਾਰੀ 😅😂😂,Appreciation
"ਧੂਤਾ ਕਮਾਲ ਕਰ ਗਿਆ ਚੁਪ ਚਾਪ ਏਡੀ ਬਾਜ਼ੀ ਮਾਰ ਗਿਆ 
God bless you",Appreciation
ਮੈ ਤਾਂ ਆਪ ਪੱਗ ਦੀ ਪੂਣੀ ਕਰਵਾਇਆ ਕਰੂ ਦੋਨੋ ਪੂਣੀ ਕਰਨਗੀਆ ਮੈ ਵਿੱਚ ਦੀ ਸਹੀ ਕਰਿਆ ਕਰੂ ਨਾਲੇ ਵੱਟ ਵੀ ਚਿੰਣ ਚਿੰਣ ਕੇ ਪਾਇਆ ਕਰੂ ਪੱਗ ਚ ❤❤,Appreciation
ਜਗਦੀਪ ਸਰ ❤❤❤,Appreciation
ਚੁੰਮਿਆਂ ਵਾਲੀ ਭਾਬੀ😂😂😂😂😂,Appreciation
First day first show. ਪਹਿਲੀ ਦਾ ਵੀ ਦੇਖਿਆ ਸੀ ਇਸ ਵਾਰ ਵੀ ਦੇਖਾਂਗੇ।,Appreciation
ਧੂਤਾ ਯਾਰ 😂❤,Appreciation
ਸਵਾਦ ਆ ਗਿਆ। ਬਹੁਤ ਲੰਬੇ ਸਮੇਂ ਤੋਂ ਉਡੀਕ ਸੀ।,Appreciation
18: ਲੈ ਲੈ ਮਾਰ ਮੇ ਬੀ ਦੇਖ ਕੇ ਆਵਾ ਭਾਰਤ ਆਲੀਆਂ ਦਾ ਚੰਦਰੇਆਨ 😂😂😂😂,Appreciation
ਓਏ ਧੂਤਾ ਆ ਗਿਆ ਓਏ 🫡🫡,Appreciation
ਟਿਕ ਕੇ ਬਹਿ ਜਾ ਨਹੀਂ ਤਾਂ ਫੈਂਟੁ ਬਹੁਤ 😁😁😁,Appreciation
ਪੈਣਗੇ ਖਲਾਰੇ ਫਿਰ ਤੋਂ 😅,Appreciation
Bhot vidiya hai ❤... ਦਿਲ ਖੁਸ਼ ਹੋ ਗਿਆ...,Appreciation
ਪੰਜਾਬ ਪੁਲਿਸ ਦੀ ਕੋਈ ਰੀਸ ਨਹੀਂ ਹੈ ❤,Appreciation
", ਤੇ ਤੇਰਾ ਪਿਉ ਹੈ, ਕਾਲਾ❤",Appreciation
ਪੰਜਾਬ ਪੁਲਿਸ ਦੀ ਕੋਈ ਰੀਸ ਨਹੀਂ ਓਏ ❤,Appreciation
ਇਹ ਫਿਲਮ ਧੂਤੇ ਲਈ ਵੇਖਣ ਜਾਵਾ ਗੇ ❤😊,Appreciation
ਓਏ ਸ਼ੋਟੂ ਪੰਜਾਬ ਪੁਲਿਸ ਵੀ ਕੋਈ ਚੀਜ਼ ਹੁੰਦੀ ਆ 😂 Like for diljit,Appreciation
